%time,field.header.seq,field.header.stamp,field.header.frame_id,field.data.data
1692649631377855062,877,1692649631377855062,,1062.0
1692649631399191141,878,1692649631399191141,,-290.0
1692649631446437358,879,1692649631446437358,,4299.0
1692649631449379920,880,1692649631449379920,,1604.0
1692649631469321012,881,1692649631469321012,,-289.0
1692649631513989925,882,1692649631513989925,,4298.0
1692649631516839981,883,1692649631516839981,,1063.0
1692649631519552707,884,1692649631519552707,,4299.0
1692649631540685892,885,1692649631540685892,,-290.0
1692649631582192420,886,1692649631582192420,,4299.0
1692649631585304260,887,1692649631585304260,,1063.0
1692649631588441371,888,1692649631588441371,,-289.0
1692649631629812955,889,1692649631629812955,,4299.0
1692649631632275104,890,1692649631632275104,,1064.0
1692649631634342908,891,1692649631634342908,,-289.0
1692649631681359767,892,1692649631681359767,,4299.0
1692649631683999776,893,1692649631683999776,,1603.0
1692649631703724622,894,1692649631703724622,,-292.0
1692649631750439643,895,1692649631750439643,,4298.0
1692649631752803564,896,1692649631752803564,,1063.0
1692649631754987239,897,1692649631754987239,,4299.0
1692649631774429321,898,1692649631774429321,,-289.0
1692649631821568965,899,1692649631821568965,,4298.0
1692649631823871135,900,1692649631823871135,,1604.0
1692649631845063924,901,1692649631845063924,,-282.0
1692649631886348247,902,1692649631886348247,,4299.0
1692649631889118432,903,1692649631889118432,,1063.0
1692649631891256809,904,1692649631891256809,,-286.0
1692649631933954000,905,1692649631933954000,,4299.0
1692649631936341047,906,1692649631936341047,,1063.0
1692649631938203334,907,1692649631938203334,,-289.0
1692649631985835790,908,1692649631985835790,,4299.0
1692649631988217353,909,1692649631988217353,,1063.0
1692649631990909337,910,1692649631990909337,,4299.0
1692649632010363101,911,1692649632010363101,,-286.0
1692649632058152198,912,1692649632058152198,,4299.0
1692649632061569929,913,1692649632061569929,,1603.0
1692649632081087589,914,1692649632081087589,,-284.0
1692649632126053571,915,1692649632126053571,,4299.0
1692649632129004240,916,1692649632129004240,,1063.0
1692649632131689548,917,1692649632131689548,,4299.0
1692649632151627540,918,1692649632151627540,,-289.0
1692649632197899580,919,1692649632197899580,,4299.0
1692649632200323104,920,1692649632200323104,,1604.0
1692649632221018314,921,1692649632221018314,,-288.0
1692649632265413999,922,1692649632265413999,,4299.0
1692649632268309831,923,1692649632268309831,,1063.0
1692649632270908117,924,1692649632270908117,,-298.0
1692649632292226791,925,1692649632292226791,,4299.0
1692649632295441865,926,1692649632295441865,,1063.0
1692649632315341711,927,1692649632315341711,,-285.0
1692649632361960411,928,1692649632361960411,,4299.0
1692649632364729166,929,1692649632364729166,,1063.0
1692649632367339849,930,1692649632367339849,,4299.0
1692649632385647296,931,1692649632385647296,,-290.0
1692649632433902502,932,1692649632433902502,,4299.0
1692649632436752080,933,1692649632436752080,,1604.0
1692649632456253290,934,1692649632456253290,,-294.0
1692649632501457929,935,1692649632501457929,,4298.0
1692649632503883600,936,1692649632503883600,,1063.0
1692649632507050991,937,1692649632507050991,,4299.0
1692649632527239561,938,1692649632527239561,,-291.0
1692649632574119329,939,1692649632574119329,,4298.0
1692649632577140569,940,1692649632577140569,,1604.0
1692649632598058223,941,1692649632598058223,,-285.0
1692649632642334222,942,1692649632642334222,,4299.0
1692649632645688772,943,1692649632645688772,,1063.0
1692649632648259162,944,1692649632648259162,,4298.0
1692649632667756319,945,1692649632667756319,,-290.0
1692649632713872432,946,1692649632713872432,,4299.0
1692649632717154979,947,1692649632717154979,,1063.0
1692649632719783067,948,1692649632719783067,,4298.0
1692649632738289594,949,1692649632738289594,,-286.0
1692649632786274194,950,1692649632786274194,,4298.0
1692649632789066553,951,1692649632789066553,,1603.0
1692649632809007883,952,1692649632809007883,,-283.0
1692649632854462146,953,1692649632854462146,,4299.0
1692649632857426404,954,1692649632857426404,,1064.0
1692649632860098838,955,1692649632860098838,,4299.0
1692649632879261016,956,1692649632879261016,,-290.0
1692649632926005840,957,1692649632926005840,,4299.0
1692649632928599119,958,1692649632928599119,,1064.0
1692649632930810451,959,1692649632930810451,,4298.0
1692649632950267076,960,1692649632950267076,,-288.0
1692649632993698596,961,1692649632993698596,,4299.0
1692649632996819019,962,1692649632996819019,,1063.0
1692649632999401569,963,1692649632999401569,,-287.0
1692649633020517826,964,1692649633020517826,,4299.0
1692649633023284196,965,1692649633023284196,,1064.0
1692649633043893575,966,1692649633043893575,,-288.0
1692649633085885763,967,1692649633085885763,,4299.0
1692649633088657855,968,1692649633088657855,,1063.0
1692649633090915918,969,1692649633090915918,,-290.0
1692649633133948087,970,1692649633133948087,,4299.0
1692649633136938333,971,1692649633136938333,,1063.0
1692649633139750242,972,1692649633139750242,,-291.0
1692649633182143926,973,1692649633182143926,,4299.0
1692649633184942245,974,1692649633184942245,,1063.0
1692649633187794208,975,1692649633187794208,,4299.0
1692649633208310365,976,1692649633208310365,,-291.0
1692649633253782987,977,1692649633253782987,,4298.0
1692649633256247520,978,1692649633256247520,,1063.0
1692649633258356571,979,1692649633258356571,,4298.0
1692649633278284072,980,1692649633278284072,,-295.0
1692649633321606636,981,1692649633321606636,,4299.0
1692649633324470281,982,1692649633324470281,,1063.0
1692649633327229499,983,1692649633327229499,,-287.0
1692649633370049476,984,1692649633370049476,,4298.0
1692649633372863769,985,1692649633372863769,,1063.0
1692649633375234603,986,1692649633375234603,,4299.0
1692649633395822525,987,1692649633395822525,,-292.0
1692649633437262773,988,1692649633437262773,,4298.0
1692649633439873218,989,1692649633439873218,,1062.0
1692649633442517757,990,1692649633442517757,,-283.0
1692649633485091686,991,1692649633485091686,,4299.0
1692649633487629413,992,1692649633487629413,,1063.0
1692649633489726781,993,1692649633489726781,,-283.0
1692649633537616491,994,1692649633537616491,,4298.0
1692649633540183782,995,1692649633540183782,,1603.0
1692649633560866832,996,1692649633560866832,,-284.0
1692649633605929374,997,1692649633605929374,,4298.0
1692649633608605861,998,1692649633608605861,,1063.0
1692649633610926628,999,1692649633610926628,,4298.0
1692649633631897687,1000,1692649633631897687,,-288.0
1692649633677767515,1001,1692649633677767515,,4299.0
1692649633680113077,1002,1692649633680113077,,1063.0
1692649633682250976,1003,1692649633682250976,,4298.0
1692649633701269149,1004,1692649633701269149,,-296.0
1692649633749553203,1005,1692649633749553203,,4298.0
1692649633752710342,1006,1692649633752710342,,1603.0
1692649633772418260,1007,1692649633772418260,,-289.0
1692649633817861080,1008,1692649633817861080,,4299.0
1692649633820613622,1009,1692649633820613622,,1063.0
1692649633823456525,1010,1692649633823456525,,4299.0
1692649633843160867,1011,1692649633843160867,,-288.0
1692649633889958381,1012,1692649633889958381,,4298.0
1692649633892760038,1013,1692649633892760038,,1063.0
1692649633896425962,1014,1692649633896425962,,1603.0
1692649633913231849,1015,1692649633913231849,,-290.0
1692649633953841686,1016,1692649633953841686,,4298.0
1692649633956844091,1017,1692649633956844091,,1064.0
1692649633960112571,1018,1692649633960112571,,-292.0
1692649634006098985,1019,1692649634006098985,,4298.0
1692649634009170293,1020,1692649634009170293,,1063.0
1692649634011999130,1021,1692649634011999130,,4298.0
1692649634030970573,1022,1692649634030970573,,-293.0
1692649634078118324,1023,1692649634078118324,,4298.0
1692649634080076456,1024,1692649634080076456,,1063.0
1692649634082394838,1025,1692649634082394838,,1603.0
1692649634102437019,1026,1692649634102437019,,-286.0
1692649634146577835,1027,1692649634146577835,,4298.0
1692649634149235486,1028,1692649634149235486,,1063.0
1692649634151430845,1029,1692649634151430845,,4298.0
1692649634172091722,1030,1692649634172091722,,-285.0
1692649634213991641,1031,1692649634213991641,,4298.0
1692649634216782331,1032,1692649634216782331,,1063.0
1692649634219198465,1033,1692649634219198465,,-292.0
1692649634261496067,1034,1692649634261496067,,4298.0
