%time,field.header.seq,field.header.stamp,field.header.frame_id,field.data.data
1692743686244993686,155,1692743686244993686,,0.3994711614441968
1692743686249793767,156,1692743686249793767,,-0.06095659215361682
1692743686254668474,157,1692743686254668474,,0.6765050397284575
1692743686259562730,158,1692743686259562730,,0.42900943691418814
1692743686264856815,159,1692743686264856815,,0.11514384570740166
1692743686269700288,160,1692743686269700288,,0.14990631706708868
1692743686274571418,161,1692743686274571418,,-0.1471119260742162
1692743686279949903,162,1692743686279949903,,-0.1692227254173817
1692743686284765958,163,1692743686284765958,,0.1882905230996803
1692743686289602756,164,1692743686289602756,,0.35345227449487293
1692743686294970989,165,1692743686294970989,,0.120212327169118
1692743686300003528,166,1692743686300003528,,0.29089864418585165
1692743686304620504,167,1692743686304620504,,0.018320559777236234
1692743686310656785,168,1692743686310656785,,-0.03673196359482045
1692743686314774990,169,1692743686314774990,,0.02805355086468353
1692743686320012331,170,1692743686320012331,,0.18550892249853668
1692743686324883222,171,1692743686324883222,,-0.285271695510394
1692743686329647064,172,1692743686329647064,,-0.3541596461580454
1692743686335058212,173,1692743686335058212,,0.33728468341069906
1692743686339876174,174,1692743686339876174,,-0.2072664171048757
1692743686344688177,175,1692743686344688177,,-0.19307673598539754
1692743686349942922,176,1692743686349942922,,0.004277766256901572
1692743686354778051,177,1692743686354778051,,-0.3373340783484373
1692743686359647274,178,1692743686359647274,,-0.20726745268338398
1692743686364975929,179,1692743686364975929,,0.5633921559924842
1692743686369696140,180,1692743686369696140,,0.17092295475553776
1692743686375402450,181,1692743686375402450,,-1.0388064681498417
1692743686379842042,182,1692743686379842042,,0.3877290093164989
1692743686384668111,183,1692743686384668111,,-0.2571207779498552
1692743686389836549,184,1692743686389836549,,-0.3858048786747066
1692743686394818305,185,1692743686394818305,,0.2399193358229006
1692743686399649381,186,1692743686399649381,,-0.29679581766143315
1692743686404539585,187,1692743686404539585,,0.4528122893233544
1692743686409880638,188,1692743686409880638,,0.5607657365160117
1692743686414724588,189,1692743686414724588,,-0.03010922014218753
1692743686419667959,190,1692743686419667959,,-0.009224957671624345
1692743686424993991,191,1692743686424993991,,0.4388202935740084
1692743686429769992,192,1692743686429769992,,0.7543879805663432
1692743686434602737,193,1692743686434602737,,0.07587316863719984
1692743686439938306,194,1692743686439938306,,-0.43530052968504673
1692743686444798707,195,1692743686444798707,,0.7635712775719012
1692743686449625253,196,1692743686449625253,,-0.002415964911085311
1692743686454963445,197,1692743686454963445,,0.19811009367057508
1692743686459837198,198,1692743686459837198,,0.2151554515119809
1692743686464638710,199,1692743686464638710,,-0.09120881842681605
1692743686469942808,200,1692743686469942808,,0.47252057210855103
1692743686474756002,201,1692743686474756002,,-0.3072398725422172
1692743686479573726,202,1692743686479573726,,-0.37727485657418036
1692743686484929323,203,1692743686484929323,,0.08363789974465874
1692743686489744901,204,1692743686489744901,,0.02269357506858327
1692743686494539737,205,1692743686494539737,,0.26815357877837087
1692743686499845266,206,1692743686499845266,,-0.37917001756642055
1692743686504690170,207,1692743686504690170,,0.14345969416140925
1692743686509539604,208,1692743686509539604,,0.014633218526815206
1692743686514879941,209,1692743686514879941,,0.5021846381536701
1692743686519678831,210,1692743686519678831,,1.0724635492118333
1692743686524617195,211,1692743686524617195,,0.23955545960238833
1692743686531355381,212,1692743686531355381,,0.2883929524863573
1692743686534819841,213,1692743686534819841,,-0.08990840519415055
1692743686539717674,214,1692743686539717674,,0.43467434510960246
1692743686545002698,215,1692743686545002698,,-0.18962256057410176
1692743686549759387,216,1692743686549759387,,0.6966649220998873
1692743686554649591,217,1692743686554649591,,0.28674312003597535
1692743686560052156,218,1692743686560052156,,-0.03260878211131679
1692743686564806938,219,1692743686564806938,,-0.24847660009563288
1692743686569920301,220,1692743686569920301,,0.3016045768858895
1692743686574920177,221,1692743686574920177,,0.05373506718366894
1692743686579682826,222,1692743686579682826,,0.13653357010997258
1692743686584544181,223,1692743686584544181,,-0.3044003368456538
1692743686589904308,224,1692743686589904308,,0.5354553780617826
1692743686594732761,225,1692743686594732761,,-0.02282463045905292
1692743686599589109,226,1692743686599589109,,0.15344612852898898
1692743686604938507,227,1692743686604938507,,-1.0955886658122473
1692743686609837055,228,1692743686609837055,,0.7722331104490658
1692743686614727497,229,1692743686614727497,,0.361304542084957
1692743686619596242,230,1692743686619596242,,-0.27972558497689004
1692743686624906539,231,1692743686624906539,,0.3010406001129491
1692743686629717588,232,1692743686629717588,,-0.064710114820282
1692743686634573459,233,1692743686634573459,,0.3638607843768886
1692743686639935731,234,1692743686639935731,,-0.23126813211744324
1692743686644785165,235,1692743686644785165,,0.48349372931450496
1692743686649605751,236,1692743686649605751,,0.2153891735015403
1692743686654993772,237,1692743686654993772,,0.5373505484119532
1692743686659809589,238,1692743686659809589,,0.3412627053234898
1692743686664625406,239,1692743686664625406,,0.14675475148979178
1692743686669476032,240,1692743686669476032,,-0.009178975981456894
1692743686674782991,241,1692743686674782991,,-0.03391224563432971
1692743686679610729,242,1692743686679610729,,-0.28168286398534015
1692743686684931755,243,1692743686684931755,,0.3815914623676919
1692743686689768791,244,1692743686689768791,,-0.21010157834579157
1692743686694639921,245,1692743686694639921,,-0.019423323759117928
1692743686699875116,246,1692743686699875116,,0.17916554995514922
1692743686704698324,247,1692743686704698324,,-0.22553883099037098
1692743686709560871,248,1692743686709560871,,0.03227220435152578
1692743686714892864,249,1692743686714892864,,-0.46164107054222825
1692743686719684600,250,1692743686719684600,,-0.1139208869482804
1692743686724575281,251,1692743686724575281,,0.5879320269086525
1692743686729889869,252,1692743686729889869,,0.21443494442485456
1692743686736397743,253,1692743686736397743,,0.9118372011437712
1692743686740016698,254,1692743686740016698,,0.07562574241657494
1692743686744932174,255,1692743686744932174,,-0.10348795549668743
1692743686749716758,256,1692743686749716758,,0.5917327427233472
1692743686754605054,257,1692743686754605054,,0.05196057116395103
1692743686759972333,258,1692743686759972333,,-0.3842942975724668
1692743686764755010,259,1692743686764755010,,0.2709976428593901
1692743686769596099,260,1692743686769596099,,-0.7414519363284855
1692743686777739286,261,1692743686777739286,,0.5174006100185773
1692743686780357837,262,1692743686780357837,,0.17359958253440055
1692743686784936189,263,1692743686784936189,,0.5364736940149921
1692743686789757490,264,1692743686789757490,,0.2888706001879937
1692743686794615983,265,1692743686794615983,,-0.10250137144700577
1692743686800127744,266,1692743686800127744,,0.25979772705042414
1692743686804665088,267,1692743686804665088,,0.43443246715292805
1692743686809553384,268,1692743686809553384,,0.703996791651412
1692743686814858436,269,1692743686814858436,,-0.2764041120150864
1692743686819712162,270,1692743686819712162,,-0.39139096458678413
1692743686824646711,271,1692743686824646711,,-0.10425650732898539
1692743686829895019,272,1692743686829895019,,0.30798680732166783
